PO_ID,Supplier,Order_Date,Delivery_Date,Item_Category,Order_Status,Quantity,Unit_Price,Negotiated_Price,Defective_Units,Compliance,flag_invalid_date_order,flag_delivered_no_date,flag_nondelivered_has_date,Lead_Time_Days,Order_Value,Savings_Amount,Savings_Rate_%,Defect_Rate_%,Category_Lead_Time_Benchmark,Is_On_Time
PO-00290,Delta_Logistics,2023-07-08,,Raw Materials,Partially Delivered,1711,26.04,24.81,290.0,Yes,False,False,False,,42449.909999999996,2104.5300000000007,4.72,16.95,10.0,
PO-00291,Gamma_Co,2022-01-16,2022-01-22,Packaging,Delivered,1203,53.3,47.68,49.0,Yes,False,False,False,6.0,57359.04,6760.859999999997,10.54,4.07,11.0,1.0
PO-00292,Alpha_Inc,2022-04-06,2022-04-07,Electronics,Delivered,1126,58.8,52.22,,Yes,False,False,False,1.0,58799.72,7409.079999999998,11.19,,11.0,1.0
PO-00293,Epsilon_Group,2022-08-31,2022-09-12,Packaging,Delivered,1757,15.18,13.06,63.0,Yes,False,False,False,12.0,22946.420000000002,3724.839999999999,13.97,3.59,11.0,0.0
PO-00294,Epsilon_Group,2022-06-20,2022-06-28,MRO,Delivered,779,41.3,36.28,20.0,Yes,False,False,False,8.0,28262.120000000003,3910.5799999999967,12.15,2.57,12.0,1.0
PO-00295,Delta_Logistics,2023-02-21,2023-02-22,Office Supplies,Delivered,1745,23.53,22.57,282.0,No,False,False,False,1.0,39384.65,1675.2000000000014,4.08,16.16,10.0,1.0
PO-00296,Delta_Logistics,2023-05-13,2023-05-15,Raw Materials,Delivered,1783,16.96,15.8,295.0,Yes,False,False,False,2.0,28171.4,2068.28,6.84,16.55,10.0,1.0
PO-00297,Alpha_Inc,2023-05-08,2023-05-22,Office Supplies,Partially Delivered,1489,107.02,93.3,,Yes,False,False,True,14.0,138923.69999999998,20429.079999999998,12.82,,10.0,0.0
PO-00298,Alpha_Inc,2022-08-07,2022-08-10,Office Supplies,Delivered,296,40.38,35.25,,Yes,False,False,False,3.0,10434.0,1518.4800000000007,12.7,,10.0,1.0
PO-00299,Epsilon_Group,2023-02-15,2023-02-27,MRO,Delivered,885,88.28,80.8,31.0,Yes,False,False,False,12.0,71508.0,6619.800000000004,8.47,3.5,12.0,1.0
PO-00300,Epsilon_Group,2022-03-02,2022-03-06,Raw Materials,Pending,1512,33.25,30.15,53.0,Yes,False,False,True,4.0,45586.799999999996,4687.200000000003,9.32,3.51,10.0,1.0
PO-00301,Delta_Logistics,2022-06-18,2022-06-26,Office Supplies,Delivered,252,73.12,67.64,,No,False,False,False,8.0,17045.28,1380.960000000001,7.49,,10.0,1.0
PO-00302,Alpha_Inc,2023-01-24,,Electronics,Cancelled,1257,83.13,81.89,30.0,Yes,False,False,False,,102935.73,1558.6799999999935,1.49,2.39,11.0,
PO-00303,Alpha_Inc,2022-01-03,2022-01-20,Packaging,Delivered,172,63.61,55.92,4.0,Yes,False,False,False,17.0,9618.24,1322.6799999999996,12.09,2.33,11.0,0.0
PO-00304,Epsilon_Group,2023-02-04,2023-02-05,Packaging,Pending,450,55.85,49.88,9.0,Yes,False,False,True,1.0,22446.0,2686.4999999999995,10.69,2.0,11.0,1.0
PO-00305,Gamma_Co,2022-09-29,2022-10-15,Electronics,Delivered,816,48.95,43.42,45.0,Yes,False,False,False,16.0,35430.72,4512.480000000001,11.3,5.51,11.0,0.0
PO-00306,Epsilon_Group,2023-04-11,2023-04-25,Packaging,Delivered,343,44.5,38.57,7.0,Yes,False,False,False,14.0,13229.51,2033.99,13.33,2.04,11.0,0.0
PO-00307,Gamma_Co,2022-10-20,2022-11-05,MRO,Delivered,329,97.87,85.35,21.0,No,False,False,False,16.0,28080.149999999998,4119.080000000004,12.79,6.38,12.0,0.0
PO-00308,Alpha_Inc,2023-03-10,2023-03-25,Electronics,Delivered,1910,90.69,85.8,,Yes,False,False,False,15.0,163878.0,9339.900000000001,5.39,,11.0,0.0
PO-00309,Epsilon_Group,2023-12-15,2023-12-18,MRO,Delivered,933,107.99,104.29,29.0,Yes,False,False,False,3.0,97302.57,3452.0999999999894,3.43,3.11,12.0,1.0
PO-00310,Delta_Logistics,2023-07-24,2023-07-29,Raw Materials,Delivered,1683,23.09,21.88,253.0,Yes,False,False,False,5.0,36824.04,2036.4300000000014,5.24,15.03,10.0,1.0
PO-00311,Beta_Supplies,2023-11-09,2023-11-18,Packaging,Pending,247,84.11,71.97,,Yes,False,False,True,9.0,17776.59,2998.58,14.43,,11.0,1.0
PO-00312,Alpha_Inc,2023-05-14,2023-06-02,MRO,Delivered,1031,102.01,98.65,,Yes,False,False,False,19.0,101708.15000000001,3464.1599999999994,3.29,,12.0,0.0
PO-00313,Alpha_Inc,2022-06-08,2022-06-19,Packaging,Delivered,1980,26.97,24.16,41.0,Yes,False,False,False,11.0,47836.8,5563.799999999997,10.42,2.07,11.0,1.0
PO-00314,Epsilon_Group,2022-07-14,2022-08-03,Raw Materials,Delivered,1584,16.46,14.2,57.0,Yes,False,False,False,20.0,22492.8,3579.8400000000024,13.73,3.6,10.0,0.0
PO-00315,Beta_Supplies,2022-10-31,2022-11-15,Office Supplies,Delivered,801,80.15,70.91,,Yes,False,False,False,15.0,56798.909999999996,7401.240000000007,11.53,,10.0,0.0
PO-00316,Beta_Supplies,2022-08-11,2022-08-25,Packaging,Delivered,193,63.86,57.46,,Yes,False,False,False,14.0,11089.78,1235.1999999999998,10.02,,11.0,0.0
PO-00317,Beta_Supplies,2022-03-01,2022-03-05,Raw Materials,Delivered,658,86.62,79.85,72.0,Yes,False,False,False,4.0,52541.299999999996,4454.660000000007,7.82,10.94,10.0,1.0
PO-00318,Epsilon_Group,2023-08-17,2023-09-04,Electronics,Delivered,1274,24.72,23.36,37.0,Yes,False,False,False,18.0,29760.64,1732.6399999999992,5.5,2.9,11.0,0.0
PO-00319,Epsilon_Group,2023-07-10,2023-07-17,Packaging,Partially Delivered,1197,88.92,78.82,31.0,Yes,False,False,True,7.0,94347.54,12089.70000000001,11.36,2.59,11.0,1.0
PO-00320,Gamma_Co,2022-03-04,2022-03-12,Electronics,Delivered,236,28.43,28.11,11.0,Yes,False,False,False,8.0,6633.96,75.52000000000007,1.13,4.66,11.0,1.0
PO-00321,Gamma_Co,2022-11-18,2022-12-03,Raw Materials,Partially Delivered,1399,25.97,22.19,62.0,Yes,False,False,True,15.0,31043.81,5288.219999999997,14.56,4.43,10.0,0.0
PO-00322,Gamma_Co,2022-02-28,2022-03-04,Electronics,Delivered,513,24.91,22.58,29.0,Yes,False,False,False,4.0,11583.539999999999,1195.2900000000009,9.35,5.65,11.0,1.0
PO-00323,Delta_Logistics,2022-02-21,2022-03-04,MRO,Delivered,1422,83.73,76.47,198.0,Yes,False,False,False,11.0,108740.34,10323.720000000007,8.67,13.92,12.0,1.0
PO-00324,Alpha_Inc,2023-08-22,2023-09-03,Office Supplies,Delivered,1844,76.51,73.05,,Yes,False,False,False,12.0,134704.19999999998,6380.240000000014,4.52,,10.0,0.0
PO-00325,Gamma_Co,2023-05-04,,Electronics,Delivered,709,61.64,54.55,41.0,Yes,False,True,False,,38675.95,5026.810000000002,11.5,5.78,11.0,
PO-00326,Delta_Logistics,2023-05-30,2023-06-15,MRO,Delivered,813,45.68,41.78,,No,False,False,False,16.0,33967.14,3170.699999999999,8.54,,12.0,0.0
PO-00327,Delta_Logistics,2023-06-28,2023-07-01,Office Supplies,Delivered,1004,96.51,92.9,146.0,No,False,False,False,3.0,93271.6,3624.4399999999996,3.74,14.54,10.0,1.0
PO-00328,Epsilon_Group,2022-06-11,2022-06-15,Raw Materials,Delivered,452,46.45,40.39,9.0,Yes,False,False,False,4.0,18256.28,2739.120000000001,13.05,1.99,10.0,1.0
PO-00329,Beta_Supplies,2022-02-28,2022-03-12,Raw Materials,Pending,1419,83.91,71.46,137.0,Yes,False,False,True,12.0,101401.73999999999,17666.550000000003,14.84,9.65,10.0,0.0
PO-00330,Beta_Supplies,2023-06-05,2023-06-23,Packaging,Delivered,1584,53.73,51.92,167.0,No,False,False,False,18.0,82241.28,2867.0399999999922,3.37,10.54,11.0,0.0
PO-00331,Gamma_Co,2022-03-24,2022-04-11,MRO,Pending,196,44.36,43.81,6.0,Yes,False,False,True,18.0,8586.76,107.79999999999944,1.24,3.06,12.0,0.0
PO-00332,Alpha_Inc,2022-07-10,2022-07-14,Office Supplies,Delivered,1221,53.19,46.18,29.0,Yes,False,False,False,4.0,56385.78,8559.209999999997,13.18,2.38,10.0,1.0
PO-00333,Alpha_Inc,2022-03-12,2022-03-26,Packaging,Delivered,913,37.5,36.2,,Yes,False,False,False,14.0,33050.600000000006,1186.8999999999974,3.47,,11.0,0.0
PO-00334,Alpha_Inc,2023-09-02,2023-09-04,Packaging,Delivered,1784,85.01,76.69,37.0,Yes,False,False,False,2.0,136814.96,14842.880000000014,9.79,2.07,11.0,1.0
PO-00335,Delta_Logistics,2022-03-11,,Raw Materials,Delivered,1893,55.8,52.35,,Yes,False,True,False,,99098.55,6530.849999999992,6.18,,10.0,
PO-00336,Delta_Logistics,2023-11-23,2023-12-05,Electronics,Pending,538,34.3,32.25,84.0,No,False,False,True,12.0,17350.5,1102.8999999999985,5.98,15.61,11.0,0.0
PO-00337,Delta_Logistics,2022-08-29,2022-09-15,Office Supplies,Pending,978,94.15,87.7,149.0,No,False,False,True,17.0,85770.6,6308.100000000003,6.85,15.24,10.0,0.0
PO-00338,Epsilon_Group,2023-02-18,2023-03-06,Raw Materials,Cancelled,1713,47.45,42.05,53.0,Yes,False,False,True,16.0,72031.65,9250.20000000001,11.38,3.09,10.0,0.0
PO-00339,Delta_Logistics,2022-05-03,2022-05-07,Raw Materials,Pending,600,60.1,57.92,95.0,No,False,False,True,4.0,34752.0,1307.9999999999998,3.63,15.83,10.0,1.0
PO-00340,Alpha_Inc,2023-08-07,2023-08-25,Electronics,Pending,387,100.28,85.54,5.0,Yes,False,False,True,18.0,33103.98,5704.379999999998,14.7,1.29,11.0,0.0
PO-00341,Alpha_Inc,2022-09-10,2022-09-19,MRO,Pending,921,68.83,59.13,22.0,Yes,False,False,True,9.0,54458.73,8933.699999999995,14.09,2.39,12.0,1.0
PO-00342,Beta_Supplies,2023-08-16,2023-08-30,MRO,Delivered,690,22.47,21.94,77.0,Yes,False,False,False,14.0,15138.6,365.69999999999834,2.36,11.16,12.0,0.0
PO-00343,Alpha_Inc,2023-09-01,2023-09-21,Office Supplies,Cancelled,1852,104.04,94.89,36.0,Yes,False,False,True,20.0,175736.28,16945.80000000001,8.79,1.94,10.0,0.0
PO-00344,Delta_Logistics,2022-02-10,2022-02-28,Electronics,Delivered,522,66.83,58.01,74.0,Yes,False,False,False,18.0,30281.219999999998,4604.04,13.2,14.18,11.0,0.0
PO-00345,Delta_Logistics,2023-09-27,2023-10-06,Electronics,Delivered,200,44.16,43.13,21.0,Yes,False,False,False,9.0,8626.0,205.9999999999988,2.33,10.5,11.0,1.0
PO-00346,Gamma_Co,2022-03-25,2022-04-03,Packaging,Delivered,1488,22.76,21.99,,Yes,False,False,False,9.0,32721.12,1145.7600000000048,3.38,,11.0,1.0
PO-00347,Epsilon_Group,2023-03-06,2023-03-16,Electronics,Delivered,1371,87.16,78.13,43.0,Yes,False,False,False,10.0,107116.23,12380.130000000001,10.36,3.14,11.0,1.0
PO-00348,Alpha_Inc,2023-11-05,,Office Supplies,Delivered,1684,73.05,62.53,,Yes,False,True,False,,105300.52,17715.679999999993,14.4,,10.0,
PO-00349,Epsilon_Group,2023-08-21,2023-08-27,Electronics,Delivered,312,63.52,58.09,,Yes,False,False,False,6.0,18124.08,1694.1599999999999,8.55,,11.0,1.0
PO-00350,Alpha_Inc,2023-08-02,2023-08-21,Packaging,Cancelled,1837,99.04,86.51,39.0,Yes,False,False,True,19.0,158918.87,23017.61,12.65,2.12,11.0,0.0
PO-00351,Beta_Supplies,2023-06-20,2023-06-23,MRO,Delivered,193,87.86,81.74,21.0,Yes,False,False,False,3.0,15775.82,1181.1600000000008,6.97,10.88,12.0,1.0
PO-00352,Beta_Supplies,2022-11-20,2022-11-21,Electronics,Delivered,395,24.83,23.96,31.0,Yes,False,False,False,1.0,9464.2,343.649999999999,3.5,7.85,11.0,1.0
PO-00353,Epsilon_Group,2022-09-25,2022-10-12,Electronics,Cancelled,673,39.58,35.83,25.0,Yes,False,False,True,17.0,24113.59,2523.75,9.47,3.71,11.0,0.0
PO-00354,Delta_Logistics,2022-07-29,2022-08-12,Office Supplies,Cancelled,1066,33.33,28.47,162.0,No,False,False,True,14.0,30349.02,5180.759999999999,14.58,15.2,10.0,0.0
PO-00355,Gamma_Co,2023-11-17,2023-11-23,Packaging,Delivered,1645,85.42,80.78,73.0,No,False,False,False,6.0,132883.1,7632.800000000001,5.43,4.44,11.0,1.0
PO-00356,Alpha_Inc,2022-11-18,2022-11-29,Electronics,Delivered,930,13.67,11.95,16.0,Yes,False,False,False,11.0,11113.5,1599.6000000000006,12.58,1.72,11.0,1.0
PO-00357,Alpha_Inc,2022-09-02,2022-09-21,Office Supplies,Delivered,51,63.74,56.1,0.0,Yes,False,False,False,19.0,2861.1,389.64000000000004,11.99,0.0,10.0,0.0
PO-00358,Gamma_Co,2022-09-29,2022-10-01,Packaging,Delivered,946,81.77,71.65,55.0,Yes,False,False,False,2.0,67780.90000000001,9573.519999999991,12.38,5.81,11.0,1.0
PO-00359,Epsilon_Group,2023-02-10,2023-03-02,Raw Materials,Partially Delivered,1377,94.69,84.2,,Yes,False,False,True,20.0,115943.40000000001,14444.729999999992,11.08,,10.0,0.0
PO-00360,Epsilon_Group,2022-05-15,2022-05-18,Packaging,Cancelled,303,41.6,40.51,11.0,Yes,False,False,True,3.0,12274.529999999999,330.270000000001,2.62,3.63,11.0,1.0
PO-00361,Alpha_Inc,2023-11-19,2023-12-03,Raw Materials,Delivered,1725,93.14,79.62,24.0,Yes,False,False,False,14.0,137344.5,23321.999999999993,14.52,1.39,10.0,0.0
PO-00362,Beta_Supplies,2023-10-23,2023-11-07,Raw Materials,Cancelled,502,22.05,20.65,50.0,No,False,False,True,15.0,10366.3,702.8000000000011,6.35,9.96,10.0,0.0
PO-00363,Gamma_Co,2022-11-04,2022-11-11,Packaging,Delivered,1110,90.49,80.03,61.0,Yes,False,False,False,7.0,88833.3,11610.599999999993,11.56,5.5,11.0,1.0
PO-00364,Alpha_Inc,2023-04-14,2023-04-18,Packaging,Delivered,1233,23.08,20.57,,Yes,False,False,False,4.0,25362.81,3094.8299999999977,10.88,,11.0,1.0
PO-00365,Beta_Supplies,2022-11-20,2022-11-24,Office Supplies,Delivered,1064,48.04,43.6,94.0,Yes,False,False,False,4.0,46390.4,4724.159999999998,9.24,8.83,10.0,1.0
PO-00366,Epsilon_Group,2022-03-16,2022-04-04,Packaging,Partially Delivered,58,82.57,76.55,,Yes,False,False,True,19.0,4439.9,349.15999999999974,7.29,,11.0,0.0
PO-00367,Beta_Supplies,2022-01-10,2022-01-20,MRO,Delivered,1306,23.49,20.17,116.0,No,False,False,False,10.0,26342.02,4335.9199999999955,14.13,8.88,12.0,1.0
PO-00368,Delta_Logistics,2023-04-15,2023-04-28,Electronics,Delivered,1172,32.93,29.28,,No,False,False,False,13.0,34316.16,4277.799999999998,11.08,,11.0,0.0
PO-00369,Alpha_Inc,2023-09-29,,Packaging,Delivered,1732,82.5,71.71,24.0,Yes,False,True,False,,124201.71999999999,18688.28000000001,13.08,1.39,11.0,
PO-00370,Gamma_Co,2023-07-31,2023-08-07,Raw Materials,Delivered,865,81.54,71.59,39.0,Yes,False,False,False,7.0,61925.350000000006,8606.750000000002,12.2,4.51,10.0,1.0
PO-00371,Beta_Supplies,2022-04-13,2022-04-20,Raw Materials,Delivered,257,68.72,66.92,22.0,Yes,False,False,False,7.0,17198.44,462.5999999999993,2.62,8.56,10.0,1.0
PO-00372,Epsilon_Group,2022-03-17,2022-03-26,Packaging,Delivered,1204,73.18,67.59,31.0,Yes,False,False,False,9.0,81378.36,6730.360000000004,7.64,2.57,11.0,1.0
PO-00373,Beta_Supplies,2023-07-05,2023-07-09,Electronics,Partially Delivered,453,64.14,60.18,51.0,Yes,False,False,True,4.0,27261.54,1793.8800000000003,6.17,11.26,11.0,1.0
PO-00374,Epsilon_Group,2022-08-07,2022-08-21,Electronics,Delivered,201,33.81,32.54,3.0,Yes,False,False,False,14.0,6540.54,255.27000000000064,3.76,1.49,11.0,0.0
PO-00375,Delta_Logistics,2023-06-03,2023-06-16,Office Supplies,Delivered,103,44.61,42.88,10.0,Yes,False,False,False,13.0,4416.64,178.18999999999969,3.88,9.71,10.0,0.0
PO-00376,Epsilon_Group,2022-09-29,2022-10-07,Office Supplies,Delivered,1193,27.4,27.09,,Yes,False,False,False,8.0,32318.37,369.82999999999845,1.13,,10.0,1.0
PO-00377,Gamma_Co,2022-05-16,2022-05-28,Office Supplies,Partially Delivered,1746,93.6,89.81,85.0,Yes,False,False,True,12.0,156808.26,6617.3399999999865,4.05,4.87,10.0,0.0
PO-00378,Delta_Logistics,2022-12-24,2022-12-26,Electronics,Delivered,1993,65.94,59.36,,Yes,False,False,False,2.0,118304.48,13113.939999999997,9.98,,11.0,1.0
PO-00379,Beta_Supplies,2022-03-12,2022-03-27,Raw Materials,Delivered,677,46.54,43.11,,No,False,False,False,15.0,29185.47,2322.1099999999997,7.37,,10.0,0.0
PO-00380,Alpha_Inc,2022-09-08,,Office Supplies,Pending,636,53.64,49.23,18.0,Yes,False,False,False,,31310.28,2804.7600000000025,8.22,2.83,10.0,
PO-00381,Epsilon_Group,2023-01-14,2023-02-02,Packaging,Delivered,1698,100.97,98.73,52.0,Yes,False,False,False,19.0,167643.54,3803.5199999999913,2.22,3.06,11.0,0.0
PO-00382,Gamma_Co,2022-10-19,2022-11-01,Office Supplies,Delivered,1493,24.87,22.89,56.0,Yes,False,False,False,13.0,34174.770000000004,2956.140000000001,7.96,3.75,10.0,0.0
PO-00383,Alpha_Inc,2022-06-11,2022-06-25,Packaging,Delivered,1495,64.33,58.18,26.0,Yes,False,False,False,14.0,86979.1,9194.249999999998,9.56,1.74,11.0,0.0
PO-00384,Alpha_Inc,2023-03-25,2023-04-07,Packaging,Cancelled,153,59.42,52.0,3.0,Yes,False,False,True,13.0,7956.0,1135.2600000000002,12.49,1.96,11.0,0.0
PO-00385,Delta_Logistics,2023-07-11,2023-07-22,Raw Materials,Cancelled,1925,70.88,63.41,292.0,Yes,False,False,True,11.0,122064.25,14379.749999999998,10.54,15.17,10.0,0.0
PO-00386,Beta_Supplies,2023-12-22,2024-01-11,Packaging,Delivered,303,12.97,11.42,,No,False,False,False,20.0,3460.2599999999998,469.6500000000002,11.95,,11.0,0.0
PO-00387,Alpha_Inc,2022-11-06,2022-11-18,Office Supplies,Delivered,1300,92.92,90.63,,Yes,False,False,False,12.0,117819.0,2977.000000000008,2.46,,10.0,0.0
PO-00388,Gamma_Co,2023-09-19,2023-09-23,Raw Materials,Delivered,1185,103.28,99.05,,Yes,False,False,False,4.0,117374.25,5012.550000000005,4.1,,10.0,1.0
PO-00389,Epsilon_Group,2023-11-01,2023-11-20,Raw Materials,Delivered,559,67.56,57.98,15.0,Yes,False,False,False,19.0,32410.82,5355.220000000003,14.18,2.68,10.0,0.0
PO-00390,Epsilon_Group,2023-06-26,2023-06-29,Electronics,Pending,1546,78.88,78.0,38.0,Yes,False,False,True,3.0,120588.0,1360.479999999993,1.12,2.46,11.0,1.0
PO-00391,Epsilon_Group,2022-01-09,2022-01-19,Packaging,Delivered,148,93.02,85.96,4.0,Yes,False,False,False,10.0,12722.08,1044.8800000000003,7.59,2.7,11.0,1.0
PO-00392,Delta_Logistics,2023-11-15,2023-11-23,Office Supplies,Delivered,202,81.75,78.26,37.0,No,False,False,False,8.0,15808.52,704.979999999999,4.27,18.32,10.0,1.0
PO-00393,Gamma_Co,2023-07-22,2023-07-28,Packaging,Delivered,1934,25.86,25.6,78.0,Yes,False,False,False,6.0,49510.4,502.83999999999617,1.01,4.03,11.0,1.0
PO-00394,Alpha_Inc,2022-11-03,2022-11-07,Office Supplies,Delivered,963,64.96,64.07,20.0,Yes,False,False,False,4.0,61699.409999999996,857.0700000000005,1.37,2.08,10.0,1.0
PO-00395,Gamma_Co,2023-11-11,2023-11-18,MRO,Delivered,1969,71.71,61.96,,Yes,False,False,False,7.0,121999.24,19197.749999999985,13.6,,12.0,1.0
PO-00396,Delta_Logistics,2022-04-17,,Electronics,Delivered,927,48.89,46.05,138.0,Yes,False,True,False,,42688.35,2632.680000000003,5.81,14.89,11.0,
PO-00397,Delta_Logistics,2022-05-18,2022-05-23,Raw Materials,Cancelled,387,77.81,69.04,67.0,Yes,False,False,True,5.0,26718.480000000003,3393.9899999999984,11.27,17.31,10.0,1.0
PO-00398,Beta_Supplies,2022-09-28,2022-10-03,Electronics,Delivered,1779,97.86,94.36,176.0,Yes,False,False,False,5.0,167866.44,6226.5,3.58,9.89,11.0,1.0
PO-00399,Gamma_Co,2022-04-29,2022-05-05,MRO,Pending,871,94.7,92.66,46.0,Yes,False,False,True,6.0,80706.86,1776.8400000000054,2.15,5.28,12.0,1.0
PO-00400,Epsilon_Group,2022-04-20,2022-04-23,Electronics,Delivered,1236,51.33,44.03,25.0,Yes,False,False,False,3.0,54421.08,9022.799999999996,14.22,2.02,11.0,1.0
PO-00401,Delta_Logistics,2023-07-21,2023-08-06,Electronics,Delivered,1793,22.01,21.78,285.0,Yes,False,False,False,16.0,39051.54,412.3900000000008,1.04,15.9,11.0,0.0
PO-00402,Delta_Logistics,2022-06-09,2022-06-28,MRO,Delivered,1006,101.1,89.04,139.0,Yes,False,False,False,19.0,89574.24,12132.359999999988,11.93,13.82,12.0,0.0
PO-00403,Beta_Supplies,2022-10-06,2022-10-21,Electronics,Cancelled,1754,89.35,86.54,161.0,No,False,False,True,15.0,151791.16,4928.739999999979,3.14,9.18,11.0,0.0
PO-00404,Epsilon_Group,2022-10-16,2022-11-04,Electronics,Delivered,210,22.17,21.32,10.0,Yes,False,False,False,19.0,4477.2,178.50000000000028,3.83,4.76,11.0,0.0
PO-00405,Delta_Logistics,2023-09-12,2023-10-02,MRO,Delivered,1653,102.16,91.91,217.0,Yes,False,False,False,20.0,151927.22999999998,16943.25,10.03,13.13,12.0,0.0
PO-00406,Alpha_Inc,2022-08-04,2022-08-15,MRO,Partially Delivered,850,91.38,88.41,24.0,Yes,False,False,True,11.0,75148.5,2524.499999999999,3.25,2.82,12.0,1.0
PO-00407,Epsilon_Group,2022-12-18,2022-12-21,Raw Materials,Delivered,447,59.81,57.92,13.0,Yes,False,False,False,3.0,25890.24,844.8300000000003,3.16,2.91,10.0,1.0
PO-00408,Gamma_Co,2022-07-28,2022-08-07,Office Supplies,Delivered,1350,65.11,56.95,71.0,Yes,False,False,False,10.0,76882.5,11015.999999999995,12.53,5.26,10.0,1.0
PO-00409,Beta_Supplies,2023-12-05,2023-12-24,Office Supplies,Delivered,865,51.19,47.76,83.0,Yes,False,False,False,19.0,41312.4,2966.95,6.7,9.6,10.0,0.0
PO-00410,Alpha_Inc,2023-10-12,2023-10-29,MRO,Delivered,1989,16.5,15.89,57.0,Yes,False,False,False,17.0,31605.210000000003,1213.2899999999988,3.7,2.87,12.0,0.0
PO-00411,Alpha_Inc,2022-09-28,2022-10-13,Office Supplies,Delivered,1577,41.77,39.58,32.0,Yes,False,False,False,15.0,62417.659999999996,3453.630000000008,5.24,2.03,10.0,0.0
PO-00412,Gamma_Co,2023-06-02,2023-06-04,Packaging,Pending,1969,89.25,87.28,108.0,No,False,False,True,2.0,171854.32,3878.9299999999976,2.21,5.49,11.0,1.0
PO-00413,Beta_Supplies,2023-05-16,2023-05-26,Packaging,Partially Delivered,1465,11.25,9.61,151.0,Yes,False,False,True,10.0,14078.65,2402.600000000001,14.58,10.31,11.0,1.0
PO-00414,Delta_Logistics,2022-09-15,2022-09-18,Packaging,Pending,1208,41.62,39.46,,Yes,False,False,True,3.0,47667.68,2609.279999999996,5.19,,11.0,1.0
PO-00415,Beta_Supplies,2022-02-22,2022-03-11,Raw Materials,Delivered,1268,46.06,45.26,123.0,Yes,False,False,False,17.0,57389.68,1014.4000000000054,1.74,9.7,10.0,0.0
PO-00416,Delta_Logistics,2022-04-05,2022-04-24,Office Supplies,Delivered,450,59.24,55.03,68.0,No,False,False,False,19.0,24763.5,1894.5000000000005,7.11,15.11,10.0,0.0
PO-00417,Gamma_Co,2023-10-12,2023-10-14,Electronics,Partially Delivered,689,102.53,95.23,38.0,Yes,False,False,True,2.0,65613.47,5029.699999999998,7.12,5.52,11.0,1.0
PO-00418,Gamma_Co,2023-03-10,2023-03-29,MRO,Delivered,1106,44.05,38.6,51.0,Yes,False,False,False,19.0,42691.6,6027.699999999995,12.37,4.61,12.0,0.0
PO-00419,Alpha_Inc,2022-10-11,2022-10-22,Office Supplies,Delivered,737,43.08,42.58,21.0,Yes,False,False,False,11.0,31381.46,368.5,1.16,2.85,10.0,0.0
PO-00420,Alpha_Inc,2022-02-15,2022-03-04,Raw Materials,Delivered,509,76.76,74.72,7.0,No,False,False,False,17.0,38032.479999999996,1038.360000000003,2.66,1.38,10.0,0.0
PO-00421,Alpha_Inc,2022-01-04,2022-01-06,Electronics,Delivered,1004,50.7,46.59,27.0,Yes,False,False,False,2.0,46776.36,4126.44,8.11,2.69,11.0,1.0
PO-00422,Gamma_Co,2022-12-08,2022-12-19,MRO,Pending,1956,31.88,28.48,86.0,Yes,False,False,True,11.0,55706.88,6650.399999999997,10.66,4.4,12.0,1.0
PO-00423,Delta_Logistics,2022-05-14,,Electronics,Delivered,519,51.73,47.52,81.0,No,False,True,False,,24662.88,2184.9899999999966,8.14,15.61,11.0,
PO-00424,Gamma_Co,2023-10-15,2023-10-21,MRO,Partially Delivered,1448,25.06,21.62,84.0,Yes,False,False,True,6.0,31305.760000000002,4981.119999999997,13.73,5.8,12.0,1.0
PO-00425,Gamma_Co,2022-09-26,2022-10-11,Packaging,Delivered,1095,26.91,23.75,53.0,Yes,False,False,False,15.0,26006.25,3460.2000000000003,11.74,4.84,11.0,0.0
PO-00426,Alpha_Inc,2022-06-15,,MRO,Delivered,799,56.22,49.51,18.0,Yes,False,True,False,,39558.49,5361.290000000001,11.94,2.25,12.0,
PO-00427,Beta_Supplies,2023-03-29,2023-04-18,MRO,Partially Delivered,1743,51.04,47.15,160.0,Yes,False,False,True,20.0,82182.45,6780.270000000001,7.62,9.18,12.0,0.0
PO-00428,Alpha_Inc,2023-07-19,2023-07-31,Raw Materials,Delivered,87,100.65,85.56,1.0,Yes,False,False,False,12.0,7443.72,1312.8300000000004,14.99,1.15,10.0,0.0
PO-00429,Beta_Supplies,2023-12-24,,Raw Materials,Delivered,279,47.52,46.5,28.0,No,False,True,False,,12973.5,284.5800000000009,2.15,10.04,10.0,
PO-00430,Delta_Logistics,2023-03-14,2023-03-25,Raw Materials,Delivered,1438,66.61,58.5,237.0,Yes,False,False,False,11.0,84123.0,11662.179999999998,12.18,16.48,10.0,0.0
PO-00431,Delta_Logistics,2023-07-29,2023-07-31,Office Supplies,Partially Delivered,612,72.93,63.32,99.0,Yes,False,False,True,2.0,38751.840000000004,5881.320000000004,13.18,16.18,10.0,1.0
PO-00432,Epsilon_Group,2022-01-10,2022-01-21,Packaging,Pending,487,11.18,10.63,15.0,Yes,False,False,True,11.0,5176.81,267.84999999999945,4.92,3.08,11.0,1.0
PO-00433,Epsilon_Group,2022-04-25,2022-04-29,Packaging,Partially Delivered,1849,70.76,69.25,51.0,Yes,False,False,True,4.0,128043.25,2791.9900000000093,2.13,2.76,11.0,1.0
